Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
BL9008,Tuesday,2015-11-24,20:45:00,22:15:00,Abbotsford Female Bantam A1,Tri Cities Female Bantam A1,Abbotsford Centre Arena,Bantam,Tier 1,League,Abbotsford Female
ML9503,Tuesday,2015-11-24,21:15:00,22:30:00,Vancouver Girls Midget C1,Langley Girls Midget C1,Killarney Community Centre,Midget,Blue Group,League,Vancouver Girls
PL9728,Wednesday,2015-11-25,18:00:00,19:15:00,Tri Cities Female Peewee C2,Abbotsford Female Peewee C1,Planet Ice Coquitlam 4 Saturn,Peewee,Red Group,League,Tri Cities Female
BL9013,Wednesday,2015-11-25,18:30:00,19:45:00,Richmond Female Bantam A1,North Shore Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
AL9210,Wednesday,2015-11-25,18:45:00,20:00:00,South Delta Female Atom C1,Richmond Female Atom C2,Tilbury Ice,Atom,Blue Group,League,South Delta
ML9001,Wednesday,2015-11-25,20:15:00,21:30:00,Abbotsford Female Midget A1,Richmond Female Midget A1,Matsqui Recreation Centre,Midget,Tier 1,League,Abbotsford Female
PL9518,Thursday,2015-11-26,18:00:00,19:15:00,Surrey Female Peewee C1,Langley Girls Peewee C2,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Blue Group,League,Surrey Female
PL9710,Thursday,2015-11-26,18:15:00,19:30:00,Meadow Ridge Female Peewee C2,Tri Cities Female Peewee C2,Planet Ice Maple Ridge 2,Peewee,Red Group,League,Meadow Ridge Female
PL9717,Thursday,2015-11-26,18:15:00,19:30:00,North Shore Female Peewee C2,Richmond Female Peewee C2,Harry Jerome Rec Centre,Peewee,Red Group,League,North Shore Female
BL9312,Thursday,2015-11-26,18:30:00,19:45:00,Abbotsford Female Bantam C1,Tri Cities Female Bantam C1,MSA Arena - Abbotsford,Bantam,Black Group,League,Abbotsford Female
ML9038,Thursday,2015-11-26,19:30:00,20:45:00,Surrey Female Midget A1,Richmond Female Midget A1,Surrey Sport & Leisure Centre Arena 1 Blue,Midget,Tier 1,League,Surrey Female
PL9510,Thursday,2015-11-26,19:30:00,21:00:00,Langley Girls Peewee C1,Burnaby Female Peewee C1,Langley Sportsplex 2,Peewee,Blue Group,League,Langley Girls
ML9312,Thursday,2015-11-26,19:45:00,21:00:00,Meadow Ridge Female Midget C1,North Shore Female Midget C1,Planet Ice Maple Ridge 2,Midget,Black Group,League,Meadow Ridge Female
ML9522,Thursday,2015-11-26,19:45:00,21:00:00,North Shore Winter Club Female Midget C1,South Delta Female Midget C1,North Shore Winter Club,Midget,Blue Group,League,North Shore Winter Club
PL9312,Thursday,2015-11-26,19:45:00,21:00:00,North Shore Female Peewee C1,Meadow Ridge Female Peewee C1,Harry Jerome Rec Centre,Peewee,Black Group,League,North Shore Female
AL9004,Friday,2015-11-27,18:15:00,19:30:00,Richmond Female Atom C1,Surrey Female Atom C1,Richmond Ice Centre Igloo,Atom,Black Group,League,Richmond Female
PL9324,Friday,2015-11-27,19:30:00,20:45:00,North Shore Female Peewee C1,North Shore Winter Club Female Peewee C1,Ice Sports North Shore 2 Blue,Peewee,Black Group,League,North Shore Female
ML9018,Friday,2015-11-27,19:45:00,21:15:00,Richmond Female Midget A1,Abbotsford Female Midget A1,Richmond Ice Centre Igloo,Midget,Tier 1,League,Richmond Female
PL9001,Friday,2015-11-27,19:45:00,21:15:00,Surrey Female Peewee A1,Tri Cities Female Peewee A1,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Tier 1,League,Surrey Female
BL9714,Friday,2015-11-27,20:00:00,21:15:00,North Shore Female Bantam C2,Vancouver Girls Bantam C1,West Vancouver Ice Arena,Bantam,Red Group,League,North Shore Female
ML9310,Friday,2015-11-27,20:15:00,21:30:00,Tri Cities Female Midget C1,Surrey Female Midget C1,Port Coquitlam Green,Midget,Black Group,League,Tri Cities Female
BL9738,Friday,2015-11-27,20:30:00,21:45:00,Tri Cities Female Bantam C2,Western Washington Female Bantam C1,Coquitlam Recreation,Bantam,Red Group,League,Tri Cities Female
ML9711,Friday,2015-11-27,20:30:00,22:00:00,Richmond Female Midget C2,Abbotsford Female Midget C2,Minoru Arena Silver Spectrum,Midget,Red Group,League,Richmond Female
NL9009,Saturday,2015-11-28,08:30:00,09:30:00,Surrey Female Novice C1,Tri Cities Female Novice C2,Excellent Ice 2 Blue,Novice,Fraser Valley Group,League,Surrey Female
AL9406,Saturday,2015-11-28,08:45:00,10:00:00,Abbotsford Female Atom C2,Langley Girls Atom C2,Abbotsford Recreation Centre,Atom,Red Group,League,Abbotsford Female
NL9010,Saturday,2015-11-28,09:00:00,10:15:00,Langley Girls Novice C1,Abbotsford Female Novice C1,Langley Sportsplex 1,Novice,Fraser Valley Group,League,Langley Girls
AL9211,Saturday,2015-11-28,09:15:00,10:30:00,North Shore Winter Club Female Atom C1,Burnaby Female Atom C1,North Shore Winter Club,Atom,Blue Group,League,North Shore Winter Club
PL9040,Saturday,2015-11-28,09:30:00,10:45:00,Richmond Female Peewee A1,Vancouver Girls Peewee A1,Richmond Ice Centre Coliseum,Peewee,Tier 1,League,Richmond Female
BL9729,Saturday,2015-11-28,10:00:00,11:15:00,Vancouver Girls Bantam C1,Burnaby Female Bantam C1,Killarney Community Centre,Bantam,Red Group,League,Vancouver Girls
AL9212,Saturday,2015-11-28,11:15:00,12:30:00,North Shore Female Atom C2,Langley Girls Atom C1,Ice Sports North Shore 3 Green,Atom,Blue Group,League,North Shore Female
BL9712,Saturday,2015-11-28,11:15:00,12:30:00,Langley Girls Bantam C1,North Shore Female Bantam C2,Langley Sportsplex 4,Bantam,Red Group,League,Langley Girls
AL9214,Saturday,2015-11-28,11:30:00,12:45:00,Abbotsford Female Atom C1,Surrey Female Atom C2,Abbotsford Recreation Centre,Atom,Blue Group,League,Abbotsford Female
ML9512,Saturday,2015-11-28,11:30:00,12:45:00,Vancouver Girls Midget C1,South Delta Female Midget C1,Killarney Community Centre,Midget,Blue Group,League,Vancouver Girls
PL9711,Saturday,2015-11-28,13:15:00,14:30:00,Richmond Female Peewee C2,Abbotsford Female Peewee C1,Richmond Ice Centre Pond,Peewee,Red Group,League,Richmond Female
BL9716,Saturday,2015-11-28,15:30:00,16:45:00,Western Washington Female Bantam C1,Tri Cities Female Bantam C2,Bellingham Sportsplex,Bantam,Red Group,League,Western Washington Female
ML9513,Saturday,2015-11-28,16:00:00,17:30:00,Surrey Female Midget C2,North Shore Winter Club Female Midget C1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Blue Group,League,Surrey Female
AL9213,Saturday,2015-11-28,16:45:00,18:00:00,Vancouver Girls Atom C1,Meadow Ridge Female Atom C1,Trout Lake Community Centre,Atom,Blue Group,League,Vancouver Girls
ML9514,Saturday,2015-11-28,16:45:00,18:15:00,Langley Girls Midget C1,Vancouver Girls Midget C2,George Preston Recreation Centre,Midget,Blue Group,League,Langley Girls
ML9013,Saturday,2015-11-28,17:00:00,18:30:00,Western Washington Female Midget A1,Abbotsford Female Midget A1,Bellingham Sportsplex,Midget,Tier 1,League,Western Washington Female
PL9012,Saturday,2015-11-28,17:45:00,19:00:00,Tri Cities Female Peewee A1,Langley Girls Peewee A1,Coquitlam Recreation,Peewee,Tier 1,League,Tri Cities Female
BL9012,Saturday,2015-11-28,19:15:00,20:30:00,Tri Cities Female Bantam A1,Surrey Female Bantam A1,Coquitlam Main,Bantam,Tier 1,League,Tri Cities Female
ML9708,Saturday,2015-11-28,19:15:00,20:30:00,Tri Cities Female Midget C2,Western Washington Female Midget C1,Port Moody 2,Midget,Red Group,League,Tri Cities Female
BL9313,Saturday,2015-11-28,19:45:00,21:00:00,Meadow Ridge Female Bantam C1,South Delta Female Bantam C1,Pitt Meadows Arena Fiat Red,Bantam,Black Group,League,Meadow Ridge Female
ML9313,Saturday,2015-11-28,20:45:00,22:00:00,Tri Cities Female Midget C1,Abbotsford Female Midget C1,Coquitlam Main,Midget,Black Group,League,Tri Cities Female
PL9313,Sunday,2015-11-29,08:00:00,09:15:00,Richmond Female Peewee C1,Tri Cities Female Peewee C1,Richmond Ice Centre Coliseum,Peewee,Black Group,League,Richmond Female
PL9512,Sunday,2015-11-29,09:00:00,10:15:00,Surrey Female Peewee C1,Vancouver Girls Peewee C1,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Blue Group,League,Surrey Female
NL9507,Sunday,2015-11-29,09:15:00,10:15:00,Richmond Female Novice C2,North Shore Female Novice C1,Richmond Ice Centre Igloo,Novice,Greater Vancouver Group,League,Richmond Female
ML9712,Sunday,2015-11-29,09:45:00,11:00:00,Western Washington Female Midget C1,Abbotsford Female Midget C2,Bellingham Sportsplex,Midget,Red Group,League,Western Washington Female
BL9718,Sunday,2015-11-29,10:30:00,11:45:00,Surrey Female Bantam C1,Langley Girls Bantam C1,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,League,Surrey Female
AL9407,Sunday,2015-11-29,11:15:00,12:30:00,Meadow Ridge Female Atom C2,Tri Cities Female Atom C2,Pitt Meadows Arena Volkswagen Blue,Atom,Red Group,League,Meadow Ridge Female
ML9713,Sunday,2015-11-29,11:30:00,12:45:00,North Shore Female Midget C2,Tri Cities Female Midget C3,Ice Sports North Shore 2 Blue,Midget,Red Group,League,North Shore Female
ML9508,Sunday,2015-11-29,12:45:00,14:00:00,Vancouver Girls Midget C2,Vancouver Girls Midget C1,Richmond Olympic Oval North,Midget,Blue Group,League,Vancouver Girls
PL9712,Sunday,2015-11-29,12:45:00,14:00:00,North Shore Female Peewee C2,Meadow Ridge Female Peewee C2,Ice Sports North Shore 3 Green,Peewee,Red Group,League,North Shore Female
BL9314,Sunday,2015-11-29,13:00:00,14:15:00,North Shore Female Bantam C1,Richmond Female Bantam C1,Ice Sports North Shore 2 Blue,Bantam,Black Group,League,North Shore Female
PL9013,Sunday,2015-11-29,13:30:00,15:00:00,Richmond Female Peewee A1,Surrey Female Peewee A1,Richmond Ice Centre Coliseum,Peewee,Tier 1,League,Richmond Female
NL9008,Sunday,2015-11-29,15:00:00,16:15:00,Tri Cities Female Novice C2,Tri Cities Female Novice C1,Planet Ice Coquitlam 3 Venus,Novice,Fraser Valley Group,League,Tri Cities Female
NL9511,Sunday,2015-11-29,15:00:00,16:00:00,Burnaby Female Novice C1,North Shore Female Novice C2,Kensington Arena,Novice,Greater Vancouver Group,League,Burnaby
BL9034,Sunday,2015-11-29,15:15:00,16:45:00,Richmond Female Bantam A1,Surrey Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
BL9715,Sunday,2015-11-29,16:00:00,17:15:00,Vancouver Girls Bantam C1,Western Washington Female Bantam C1,Hillcrest Centre Arena,Bantam,Red Group,League,Vancouver Girls
ML9714,Sunday,2015-11-29,16:00:00,17:30:00,Richmond Female Midget C2,Tri Cities Female Midget C2,Richmond Ice Centre Forum,Midget,Red Group,League,Richmond Female
NL9012,Sunday,2015-11-29,16:15:00,17:30:00,Surrey Female Novice C2,Surrey Female Novice C1,Surrey Sport & Leisure Centre Arena 2 Purple,Novice,Fraser Valley Group,League,Surrey Female
PL9513,Sunday,2015-11-29,16:15:00,17:45:00,Langley Girls Peewee C1,Langley Girls Peewee C2,Langley Twin Rinks 2,Peewee,Blue Group,League,Langley Girls
PL9713,Sunday,2015-11-29,16:30:00,17:45:00,Tri Cities Female Peewee C2,Richmond Female Peewee C2,Planet Ice Coquitlam 3 Venus,Peewee,Red Group,League,Tri Cities Female
PL9514,Sunday,2015-11-29,17:30:00,18:45:00,Burnaby Female Peewee C1,Vancouver Girls Peewee C2,Kensington Arena,Peewee,Blue Group,League,Burnaby
AL9408,Sunday,2015-11-29,17:45:00,19:00:00,Richmond Female Atom C3,North Shore Female Atom C3,Richmond Ice Centre Forum,Atom,Red Group,League,Richmond Female
PL9314,Sunday,2015-11-29,18:45:00,20:00:00,South Delta Female Peewee C1,North Shore Winter Club Female Peewee C1,Tilbury Ice,Peewee,Black Group,League,South Delta
BL9720,Sunday,2015-11-29,19:00:00,20:30:00,Burnaby Female Bantam C1,North Shore Female Bantam C2,Kensington Arena,Bantam,Red Group,League,Burnaby
PL9315,Monday,2015-11-30,18:45:00,20:15:00,Meadow Ridge Female Peewee C1,Richmond Female Peewee C1,Planet Ice Maple Ridge 1 Cam Neely,Peewee,Black Group,League,Meadow Ridge Female
AL9215,Monday,2015-11-30,19:00:00,20:15:00,Langley Girls Atom C1,Vancouver Girls Atom C1,Langley Twin Rinks 1,Atom,Blue Group,League,Langley Girls
ML9515,Monday,2015-11-30,19:45:00,21:15:00,South Delta Female Midget C1,Surrey Female Midget C2,Tilbury Ice,Midget,Blue Group,League,South Delta
PL9316,Tuesday,2015-12-01,18:45:00,20:00:00,Tri Cities Female Peewee C1,South Delta Female Peewee C1,Planet Ice Coquitlam 1 Mars,Peewee,Black Group,League,Tri Cities Female
PL9015,Tuesday,2015-12-01,19:15:00,20:30:00,Langley Girls Peewee A1,Richmond Female Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,League,Langley Girls
BL9315,Tuesday,2015-12-01,19:45:00,21:00:00,Tri Cities Female Bantam C1,Meadow Ridge Female Bantam C1,Port Moody 2,Bantam,Black Group,League,Tri Cities Female
PL9515,Tuesday,2015-12-01,19:45:00,21:00:00,Vancouver Girls Peewee C1,Langley Girls Peewee C1,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
ML9315,Tuesday,2015-12-01,20:15:00,21:30:00,North Shore Female Midget C1,Tri Cities Female Midget C1,Harry Jerome Rec Centre,Midget,Black Group,League,North Shore Female
ML9316,Tuesday,2015-12-01,20:45:00,22:15:00,Abbotsford Female Midget C1,Surrey Female Midget C1,Abbotsford Centre Arena,Midget,Black Group,League,Abbotsford Female
BL9014,Tuesday,2015-12-01,21:15:00,22:30:00,Vancouver Girls Bantam A1,Abbotsford Female Bantam A1,Killarney Community Centre,Bantam,Tier 1,League,Vancouver Girls
AL9009,Wednesday,2015-12-02,18:00:00,19:15:00,Tri Cities Female Atom C1,Richmond Female Atom C1,Planet Ice Coquitlam 4 Saturn,Atom,Black Group,League,Tri Cities Female
ML9705,Wednesday,2015-12-02,18:30:00,19:45:00,Richmond Female Midget C2,Tri Cities Female Midget C3,Richmond Ice Centre Coliseum,Midget,Red Group,League,Richmond Female
ML9016,Wednesday,2015-12-02,20:15:00,21:30:00,Abbotsford Female Midget A1,North Shore Female Midget A1,Matsqui Recreation Centre,Midget,Tier 1,League,Abbotsford Female
PL9016,Thursday,2015-12-03,18:00:00,19:15:00,Surrey Female Peewee A1,Vancouver Girls Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,League,Surrey Female
NL9514,Thursday,2015-12-03,18:15:00,19:30:00,North Shore Female Novice C2,Vancouver Girls Novice C2,Harry Jerome Rec Centre,Novice,Greater Vancouver Group,League,North Shore Female
PL9317,Thursday,2015-12-03,18:15:00,19:30:00,North Shore Winter Club Female Peewee C1,Meadow Ridge Female Peewee C1,North Shore Winter Club,Peewee,Black Group,League,North Shore Winter Club
PL9715,Thursday,2015-12-03,18:15:00,19:30:00,Meadow Ridge Female Peewee C2,Abbotsford Female Peewee C1,Planet Ice Maple Ridge 2,Peewee,Red Group,League,Meadow Ridge Female
ML9317,Thursday,2015-12-03,18:30:00,20:00:00,Richmond Female Midget C1,North Shore Female Midget C1,Richmond Ice Centre Garage,Midget,Black Group,League,Richmond Female
ML9715,Thursday,2015-12-03,18:30:00,19:45:00,Abbotsford Female Midget C2,North Shore Female Midget C2,MSA Arena - Abbotsford,Midget,Red Group,League,Abbotsford Female
BL9015,Thursday,2015-12-03,19:30:00,20:45:00,Surrey Female Bantam A1,Richmond Female Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,League,Surrey Female
PL9516,Thursday,2015-12-03,19:30:00,21:00:00,Langley Girls Peewee C2,Burnaby Female Peewee C1,Langley Sportsplex 2,Peewee,Blue Group,League,Langley Girls
ML9318,Thursday,2015-12-03,19:45:00,21:00:00,Meadow Ridge Female Midget C1,Abbotsford Female Midget C1,Planet Ice Maple Ridge 2,Midget,Black Group,League,Meadow Ridge Female
ML9516,Thursday,2015-12-03,19:45:00,21:00:00,North Shore Winter Club Female Midget C1,Langley Girls Midget C1,North Shore Winter Club,Midget,Blue Group,League,North Shore Winter Club
ML9517,Thursday,2015-12-03,19:45:00,21:00:00,Vancouver Girls Midget C2,South Delta Female Midget C1,PNE Agrodome,Midget,Blue Group,League,Vancouver Girls
PL9318,Thursday,2015-12-03,19:45:00,21:00:00,North Shore Female Peewee C1,Tri Cities Female Peewee C1,Harry Jerome Rec Centre,Peewee,Black Group,League,North Shore Female
BL9316,Thursday,2015-12-03,20:00:00,21:15:00,South Delta Female Bantam C1,North Shore Female Bantam C1,Tilbury Ice,Bantam,Black Group,League,South Delta
AL9007,Friday,2015-12-04,18:15:00,19:30:00,Richmond Female Atom C1,North Shore Female Atom C1,Richmond Ice Centre Igloo,Atom,Black Group,League,Richmond Female
BL9016,Friday,2015-12-04,19:30:00,20:45:00,North Shore Female Bantam A1,Vancouver Girls Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,League,North Shore Female
BL9317,Friday,2015-12-04,19:45:00,21:15:00,Richmond Female Bantam C1,Tri Cities Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Black Group,League,Richmond Female
ML9017,Friday,2015-12-04,19:45:00,21:15:00,Surrey Female Midget A1,Vancouver Girls Midget A1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Tier 1,League,Surrey Female
BL9721,Friday,2015-12-04,20:00:00,21:15:00,North Shore Female Bantam C2,Surrey Female Bantam C1,West Vancouver Ice Arena,Bantam,Red Group,League,North Shore Female
ML9716,Friday,2015-12-04,20:15:00,21:30:00,Tri Cities Female Midget C3,Richmond Female Midget C2,Port Coquitlam Green,Midget,Red Group,League,Tri Cities Female
ML9308,Friday,2015-12-04,20:30:00,22:00:00,Richmond Female Midget C1,Meadow Ridge Female Midget C1,Minoru Arena Silver Spectrum,Midget,Black Group,League,Richmond Female
ML9717,Friday,2015-12-04,20:30:00,21:45:00,Tri Cities Female Midget C2,Abbotsford Female Midget C2,Coquitlam Recreation,Midget,Red Group,League,Tri Cities Female
NL9003,Saturday,2015-12-05,08:30:00,09:30:00,Surrey Female Novice C1,Langley Girls Novice C1,Excellent Ice 2 Blue,Novice,Fraser Valley Group,League,Surrey Female
PL9517,Saturday,2015-12-05,08:30:00,09:45:00,Vancouver Girls Peewee C2,Vancouver Girls Peewee C1,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
NL9001,Saturday,2015-12-05,08:45:00,10:00:00,Abbotsford Female Novice C1,Meadow Ridge Female Novice C1,Abbotsford Recreation Centre,Novice,Fraser Valley Group,League,Abbotsford Female
AL9216,Saturday,2015-12-05,09:15:00,10:30:00,North Shore Winter Club Female Atom C1,North Shore Female Atom C2,North Shore Winter Club,Atom,Blue Group,League,North Shore Winter Club
NL9512,Saturday,2015-12-05,09:15:00,10:15:00,Vancouver Girls Novice C1,Richmond Female Novice C1,Burnaby Winter Club,Novice,Greater Vancouver Group,League,Vancouver Girls
AL9410,Saturday,2015-12-05,09:30:00,10:45:00,North Shore Female Atom C3,Meadow Ridge Female Atom C2,Ice Sports North Shore 1 Red,Atom,Red Group,League,North Shore Female
AL9415,Saturday,2015-12-05,09:30:00,10:45:00,Richmond Female Atom C3,Tri Cities Female Atom C2,Richmond Ice Centre Coliseum,Atom,Red Group,League,Richmond Female
BL9722,Saturday,2015-12-05,10:00:00,11:15:00,Vancouver Girls Bantam C1,Langley Girls Bantam C1,Killarney Community Centre,Bantam,Red Group,League,Vancouver Girls
PL9017,Saturday,2015-12-05,11:00:00,12:15:00,North Shore Female Peewee A1,Langley Girls Peewee A1,Ice Sports North Shore 1 Red,Peewee,Tier 1,League,North Shore Female
ML9306,Saturday,2015-12-05,11:15:00,12:30:00,North Shore Female Midget C1,Abbotsford Female Midget C1,Ice Sports North Shore 3 Green,Midget,Black Group,League,North Shore Female
ML9518,Saturday,2015-12-05,11:30:00,12:45:00,Vancouver Girls Midget C1,North Shore Winter Club Female Midget C1,Killarney Community Centre,Midget,Blue Group,League,Vancouver Girls
PL9719,Saturday,2015-12-05,11:30:00,12:45:00,Abbotsford Female Peewee C1,Tri Cities Female Peewee C2,Abbotsford Recreation Centre,Peewee,Red Group,League,Abbotsford Female
PL9716,Saturday,2015-12-05,13:15:00,14:30:00,Richmond Female Peewee C2,Meadow Ridge Female Peewee C2,Richmond Ice Centre Pond,Peewee,Red Group,League,Richmond Female
BL9017,Saturday,2015-12-05,14:15:00,15:30:00,Abbotsford Female Bantam A1,Surrey Female Bantam A1,Abbotsford Centre Ice 1 Blue,Bantam,Tier 1,League,Abbotsford Female
AL9217,Saturday,2015-12-05,15:30:00,16:45:00,Surrey Female Atom C2,South Delta Female Atom C1,North Surrey Arena 2,Atom,Blue Group,League,Surrey Female
BL9723,Saturday,2015-12-05,15:30:00,16:45:00,Western Washington Female Bantam C1,Burnaby Female Bantam C1,Bellingham Sportsplex,Bantam,Red Group,League,Western Washington Female
ML9519,Saturday,2015-12-05,16:00:00,17:30:00,Surrey Female Midget C2,Vancouver Girls Midget C2,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Blue Group,League,Surrey Female
ML9019,Saturday,2015-12-05,17:00:00,18:30:00,Western Washington Female Midget A1,Surrey Female Midget A1,Bellingham Sportsplex,Midget,Tier 1,League,Western Washington Female
BL9318,Saturday,2015-12-05,17:45:00,19:00:00,Abbotsford Female Bantam C1,South Delta Female Bantam C1,Matsqui Recreation Centre,Bantam,Black Group,League,Abbotsford Female
PL9018,Saturday,2015-12-05,17:45:00,19:00:00,Tri Cities Female Peewee A1,Surrey Female Peewee A1,Coquitlam Recreation,Peewee,Tier 1,League,Tri Cities Female
NL9526,Saturday,2015-12-05,18:00:00,19:00:00,Vancouver Girls Novice C3,North Shore Winter Club Female Novice C1,Burnaby Winter Club,Novice,Greater Vancouver Group,League,Vancouver Girls
BL9018,Saturday,2015-12-05,19:15:00,20:30:00,Tri Cities Female Bantam A1,North Shore Female Bantam A1,Coquitlam Main,Bantam,Tier 1,League,Tri Cities Female
BL9724,Saturday,2015-12-05,19:15:00,20:30:00,Tri Cities Female Bantam C2,North Shore Female Bantam C2,Port Moody 2,Bantam,Red Group,League,Tri Cities Female
BL9319,Saturday,2015-12-05,19:45:00,21:00:00,Meadow Ridge Female Bantam C1,Richmond Female Bantam C1,Pitt Meadows Arena Fiat Red,Bantam,Black Group,League,Meadow Ridge Female
ML9319,Saturday,2015-12-05,20:45:00,22:00:00,Tri Cities Female Midget C1,Richmond Female Midget C1,Coquitlam Main,Midget,Black Group,League,Tri Cities Female
PL9319,Sunday,2015-12-06,08:00:00,09:15:00,Richmond Female Peewee C1,North Shore Winter Club Female Peewee C1,Richmond Ice Centre Coliseum,Peewee,Black Group,League,Richmond Female
NL9020,Sunday,2015-12-06,08:30:00,09:30:00,Meadow Ridge Female Novice C1,Langley Girls Novice C1,Pitt Meadows Arena Volkswagen Blue,Novice,Fraser Valley Group,League,Meadow Ridge Female
NL9509,Sunday,2015-12-06,08:45:00,10:00:00,North Shore Female Novice C1,Vancouver Girls Novice C1,Ice Sports North Shore 2 Blue,Novice,Greater Vancouver Group,League,North Shore Female
ML9504,Sunday,2015-12-06,09:00:00,10:15:00,Surrey Female Midget C2,South Delta Female Midget C1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Blue Group,League,Surrey Female
NL9510,Sunday,2015-12-06,09:15:00,10:15:00,Richmond Female Novice C1,Richmond Female Novice C2,Richmond Ice Centre Igloo,Novice,Greater Vancouver Group,League,Richmond Female
AL9218,Sunday,2015-12-06,09:45:00,11:00:00,Meadow Ridge Female Atom C1,Abbotsford Female Atom C1,Pitt Meadows Arena Volkswagen Blue,Atom,Blue Group,League,Meadow Ridge Female
ML9010,Sunday,2015-12-06,09:45:00,11:00:00,Western Washington Female Midget A1,North Shore Female Midget A1,Bellingham Sportsplex,Midget,Tier 1,League,Western Washington Female
BL9725,Sunday,2015-12-06,10:30:00,11:45:00,Surrey Female Bantam C1,Vancouver Girls Bantam C1,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,League,Surrey Female
ML9719,Sunday,2015-12-06,11:30:00,12:45:00,North Shore Female Midget C2,Tri Cities Female Midget C2,Ice Sports North Shore 2 Blue,Midget,Red Group,League,North Shore Female
BL9320,Sunday,2015-12-06,13:00:00,14:15:00,North Shore Female Bantam C1,Abbotsford Female Bantam C1,Ice Sports North Shore 2 Blue,Bantam,Black Group,League,North Shore Female
PL9019,Sunday,2015-12-06,13:30:00,15:00:00,Richmond Female Peewee A1,North Shore Female Peewee A1,Richmond Ice Centre Coliseum,Peewee,Tier 1,League,Richmond Female
BL9726,Sunday,2015-12-06,14:30:00,16:00:00,Langley Girls Bantam C1,Western Washington Female Bantam C1,Langley Twin Rinks 2,Bantam,Red Group,League,Langley Girls
ML9320,Sunday,2015-12-06,14:30:00,16:00:00,Surrey Female Midget C1,Meadow Ridge Female Midget C1,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Black Group,League,Surrey Female
NL9011,Sunday,2015-12-06,15:00:00,16:15:00,Tri Cities Female Novice C1,Surrey Female Novice C2,Planet Ice Coquitlam 3 Venus,Novice,Fraser Valley Group,League,Tri Cities Female
BL9019,Sunday,2015-12-06,15:15:00,16:45:00,Richmond Female Bantam A1,Abbotsford Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
ML9720,Sunday,2015-12-06,16:00:00,17:30:00,Richmond Female Midget C2,Western Washington Female Midget C1,Richmond Ice Centre Forum,Midget,Red Group,League,Richmond Female
PL9020,Sunday,2015-12-06,16:00:00,17:15:00,Vancouver Girls Peewee A1,Tri Cities Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
AL9006,Sunday,2015-12-06,16:15:00,17:30:00,Surrey Female Atom C1,Tri Cities Female Atom C1,Surrey Sport & Leisure Centre Arena 2 Purple,Atom,Black Group,League,Surrey Female
AL9219,Sunday,2015-12-06,16:15:00,17:15:00,Burnaby Female Atom C1,Richmond Female Atom C2,Kensington Arena,Atom,Blue Group,League,Burnaby
PL9519,Sunday,2015-12-06,16:15:00,17:45:00,Langley Girls Peewee C1,Vancouver Girls Peewee C2,Langley Twin Rinks 2,Peewee,Blue Group,League,Langley Girls
PL9718,Sunday,2015-12-06,16:30:00,17:45:00,Tri Cities Female Peewee C2,North Shore Female Peewee C2,Planet Ice Coquitlam 3 Venus,Peewee,Red Group,League,Tri Cities Female
BL9020,Sunday,2015-12-06,17:30:00,18:45:00,Vancouver Girls Bantam A1,Tri Cities Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,League,Vancouver Girls
PL9520,Sunday,2015-12-06,17:30:00,18:45:00,Burnaby Female Peewee C1,Surrey Female Peewee C1,Kensington Arena,Peewee,Blue Group,League,Burnaby
PL9320,Sunday,2015-12-06,18:45:00,20:00:00,South Delta Female Peewee C1,North Shore Female Peewee C1,Tilbury Ice,Peewee,Black Group,League,South Delta
BL9727,Sunday,2015-12-06,19:00:00,20:30:00,Burnaby Female Bantam C1,Tri Cities Female Bantam C2,Kensington Arena,Bantam,Red Group,League,Burnaby
PL9321,Monday,2015-12-07,18:45:00,20:15:00,Meadow Ridge Female Peewee C1,South Delta Female Peewee C1,Planet Ice Maple Ridge 1 Cam Neely,Peewee,Black Group,League,Meadow Ridge Female
