Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
NL9503,Sunday,2015-11-15,15:00:00,16:00:00,Burnaby Female Novice C1,Vancouver Girls Novice C2,Kensington Arena,Novice,Greater Vancouver Group,League,Burnaby
BL9004,Sunday,2015-11-15,15:15:00,16:45:00,Richmond Female Bantam A1,Surrey Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
ML9039,Sunday,2015-11-15,16:00:00,17:30:00,Richmond Female Midget A1,Western Washington Female Midget A1,Richmond Ice Centre Forum,Midget,Tier 1,League,Richmond Female
PL9005,Sunday,2015-11-15,16:00:00,17:15:00,Vancouver Girls Peewee A1,Surrey Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
ML9510,Sunday,2015-11-15,16:15:00,17:30:00,Surrey Female Midget C2,Langley Girls Midget C1,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Blue Group,League,Surrey Female
PL9504,Sunday,2015-11-15,16:15:00,17:45:00,Langley Girls Peewee C1,Vancouver Girls Peewee C1,Langley Twin Rinks 2,Peewee,Blue Group,League,Langley Girls
PL9703,Sunday,2015-11-15,16:30:00,17:45:00,Tri Cities Female Peewee C2,Meadow Ridge Female Peewee C2,Planet Ice Coquitlam 3 Venus,Peewee,Red Group,League,Tri Cities Female
PL9704,Sunday,2015-11-15,16:45:00,18:00:00,Abbotsford Female Peewee C1,Richmond Female Peewee C2,Abbotsford Centre Ice 1 Blue,Peewee,Red Group,League,Abbotsford Female
ML9005,Sunday,2015-11-15,17:15:00,18:45:00,North Shore Female Midget A1,Abbotsford Female Midget A1,West Vancouver Ice Arena,Midget,Tier 1,League,North Shore Female
BL9005,Sunday,2015-11-15,17:30:00,18:45:00,Vancouver Girls Bantam A1,North Shore Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,League,Vancouver Girls
PL9505,Sunday,2015-11-15,17:30:00,18:45:00,Burnaby Female Peewee C1,Langley Girls Peewee C2,Kensington Arena,Peewee,Blue Group,League,Burnaby
NL9518,Sunday,2015-11-15,17:45:00,19:00:00,Richmond Female Novice C1,North Shore Winter Club Female Novice C1,Richmond Ice Centre Forum,Novice,Greater Vancouver Group,League,Richmond Female
PL9305,Sunday,2015-11-15,18:45:00,20:00:00,South Delta Female Peewee C1,Tri Cities Female Peewee C1,Tilbury Ice,Peewee,Black Group,League,South Delta
BL9734,Sunday,2015-11-15,19:00:00,20:30:00,Burnaby Female Bantam C1,Surrey Female Bantam C1,Kensington Arena,Bantam,Red Group,League,Burnaby
PL9306,Monday,2015-11-16,18:45:00,20:15:00,Meadow Ridge Female Peewee C1,Tri Cities Female Peewee C1,Planet Ice Maple Ridge 1 Cam Neely,Peewee,Black Group,League,Meadow Ridge Female
AL9205,Monday,2015-11-16,19:00:00,20:15:00,Langley Girls Atom C1,North Shore Winter Club Female Atom C1,Langley Twin Rinks 1,Atom,Blue Group,League,Langley Girls
ML9506,Monday,2015-11-16,19:45:00,21:15:00,South Delta Female Midget C1,North Shore Winter Club Female Midget C1,Tilbury Ice,Midget,Blue Group,League,South Delta
PL9307,Tuesday,2015-11-17,18:45:00,20:00:00,Tri Cities Female Peewee C1,North Shore Winter Club Female Peewee C1,Planet Ice Coquitlam 1 Mars,Peewee,Black Group,League,Tri Cities Female
PL9006,Tuesday,2015-11-17,19:15:00,20:30:00,Langley Girls Peewee A1,Surrey Female Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,League,Langley Girls
BL9306,Tuesday,2015-11-17,19:45:00,21:00:00,Tri Cities Female Bantam C1,South Delta Female Bantam C1,Port Moody 2,Bantam,Black Group,League,Tri Cities Female
PL9506,Tuesday,2015-11-17,19:45:00,21:00:00,Vancouver Girls Peewee C1,Langley Girls Peewee C2,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
PL9702,Tuesday,2015-11-17,20:15:00,21:30:00,North Shore Female Peewee C2,Abbotsford Female Peewee C1,Harry Jerome Rec Centre,Peewee,Red Group,League,North Shore Female
ML9307,Tuesday,2015-11-17,20:45:00,22:15:00,Abbotsford Female Midget C1,Richmond Female Midget C1,Abbotsford Centre Arena,Midget,Black Group,League,Abbotsford Female
ML9006,Tuesday,2015-11-17,21:15:00,22:30:00,Vancouver Girls Midget A1,Abbotsford Female Midget A1,Killarney Community Centre,Midget,Tier 1,League,Vancouver Girls
ML9722,Wednesday,2015-11-18,18:00:00,19:15:00,Tri Cities Female Midget C3,Abbotsford Female Midget C2,Planet Ice Coquitlam 4 Saturn,Midget,Red Group,League,Tri Cities Female
ML9033,Wednesday,2015-11-18,18:30:00,19:45:00,Richmond Female Midget A1,North Shore Female Midget A1,Richmond Ice Centre Coliseum,Midget,Tier 1,League,Richmond Female
ML9007,Wednesday,2015-11-18,20:15:00,21:30:00,Abbotsford Female Midget A1,Surrey Female Midget A1,Matsqui Recreation Centre,Midget,Tier 1,League,Abbotsford Female
PL9007,Thursday,2015-11-19,18:00:00,19:15:00,Surrey Female Peewee A1,North Shore Female Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,League,Surrey Female
NL9525,Thursday,2015-11-19,18:15:00,19:30:00,North Shore Female Novice C2,Vancouver Girls Novice C1,Harry Jerome Rec Centre,Novice,Greater Vancouver Group,League,North Shore Female
PL9705,Thursday,2015-11-19,18:15:00,19:30:00,Meadow Ridge Female Peewee C2,Richmond Female Peewee C2,Planet Ice Maple Ridge 2,Peewee,Red Group,League,Meadow Ridge Female
BL9309,Thursday,2015-11-19,18:30:00,19:45:00,Abbotsford Female Bantam C1,Meadow Ridge Female Bantam C1,MSA Arena - Abbotsford,Bantam,Black Group,League,Abbotsford Female
BL9006,Thursday,2015-11-19,19:30:00,20:45:00,Surrey Female Bantam A1,North Shore Female Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,League,Surrey Female
PL9507,Thursday,2015-11-19,19:30:00,21:00:00,Langley Girls Peewee C2,Vancouver Girls Peewee C2,Langley Sportsplex 2,Peewee,Blue Group,League,Langley Girls
BL9736,Thursday,2015-11-19,19:45:00,21:00:00,Vancouver Girls Bantam C1,North Shore Female Bantam C2,PNE Agrodome,Bantam,Red Group,League,Vancouver Girls
ML9507,Thursday,2015-11-19,19:45:00,21:00:00,North Shore Winter Club Female Midget C1,Vancouver Girls Midget C2,North Shore Winter Club,Midget,Blue Group,League,North Shore Winter Club
PL9300,Thursday,2015-11-19,19:45:00,21:00:00,Meadow Ridge Female Peewee C1,North Shore Winter Club Female Peewee C1,Planet Ice Maple Ridge 2,Peewee,Black Group,League,Meadow Ridge Female
PL9309,Thursday,2015-11-19,19:45:00,21:00:00,North Shore Female Peewee C1,Richmond Female Peewee C1,Harry Jerome Rec Centre,Peewee,Black Group,League,North Shore Female
BL9307,Thursday,2015-11-19,20:00:00,21:15:00,South Delta Female Bantam C1,Richmond Female Bantam C1,Tilbury Ice,Bantam,Black Group,League,South Delta
AL9003,Friday,2015-11-20,18:15:00,19:30:00,Richmond Female Atom C1,Tri Cities Female Atom C1,Richmond Ice Centre Igloo,Atom,Black Group,League,Richmond Female
BL9711,Friday,2015-11-20,18:15:00,19:30:00,Surrey Female Bantam C1,Burnaby Female Bantam C1,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,League,Surrey Female
NL9002,Friday,2015-11-20,18:45:00,20:00:00,Tri Cities Female Novice C2,Surrey Female Novice C2,Port Coquitlam Blue,Novice,Fraser Valley Group,League,Tri Cities Female
BL9308,Friday,2015-11-20,19:45:00,21:15:00,Richmond Female Bantam C1,Abbotsford Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Black Group,League,Richmond Female
ML9002,Friday,2015-11-20,19:45:00,21:15:00,Surrey Female Midget A1,Western Washington Female Midget A1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Tier 1,League,Surrey Female
BL9707,Friday,2015-11-20,20:00:00,21:15:00,North Shore Female Bantam C2,Western Washington Female Bantam C1,West Vancouver Ice Arena,Bantam,Red Group,League,North Shore Female
BL9033,Friday,2015-11-20,20:30:00,21:45:00,Tri Cities Female Bantam A1,Vancouver Girls Bantam A1,Coquitlam Recreation,Bantam,Tier 1,League,Tri Cities Female
PL9034,Friday,2015-11-20,20:30:00,22:00:00,Richmond Female Peewee A1,Langley Girls Peewee A1,Minoru Arena Silver Spectrum,Peewee,Tier 1,League,Richmond Female
NL9015,Saturday,2015-11-21,08:30:00,09:30:00,Surrey Female Novice C1,Meadow Ridge Female Novice C1,Excellent Ice 2 Blue,Novice,Fraser Valley Group,League,Surrey Female
PL9508,Saturday,2015-11-21,08:30:00,09:45:00,Vancouver Girls Peewee C2,Surrey Female Peewee C1,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
AL9404,Saturday,2015-11-21,08:45:00,10:00:00,Abbotsford Female Atom C2,Richmond Female Atom C3,Abbotsford Recreation Centre,Atom,Red Group,League,Abbotsford Female
NL9504,Saturday,2015-11-21,09:15:00,10:15:00,Vancouver Girls Novice C1,North Shore Winter Club Female Novice C1,Burnaby Winter Club,Novice,Greater Vancouver Group,League,Vancouver Girls
PL9308,Saturday,2015-11-21,09:15:00,10:30:00,North Shore Winter Club Female Peewee C1,North Shore Female Peewee C1,North Shore Winter Club,Peewee,Black Group,League,North Shore Winter Club
AL9206,Saturday,2015-11-21,09:30:00,10:45:00,Richmond Female Atom C2,Abbotsford Female Atom C1,Richmond Ice Centre Coliseum,Atom,Blue Group,League,Richmond Female
BL9708,Saturday,2015-11-21,10:00:00,11:15:00,Vancouver Girls Bantam C1,Tri Cities Female Bantam C2,Killarney Community Centre,Bantam,Red Group,League,Vancouver Girls
PL9008,Saturday,2015-11-21,11:00:00,12:15:00,North Shore Female Peewee A1,Tri Cities Female Peewee A1,Ice Sports North Shore 1 Red,Peewee,Tier 1,League,North Shore Female
ML9509,Saturday,2015-11-21,11:30:00,12:45:00,Vancouver Girls Midget C1,Surrey Female Midget C2,Killarney Community Centre,Midget,Blue Group,League,Vancouver Girls
PL9706,Saturday,2015-11-21,13:15:00,14:30:00,Richmond Female Peewee C2,North Shore Female Peewee C2,Richmond Ice Centre Pond,Peewee,Red Group,League,Richmond Female
AL9207,Saturday,2015-11-21,15:30:00,16:45:00,Surrey Female Atom C2,Vancouver Girls Atom C1,North Surrey Arena 2,Atom,Blue Group,League,Surrey Female
ML9511,Saturday,2015-11-21,16:45:00,18:15:00,Langley Girls Midget C1,South Delta Female Midget C1,George Preston Recreation Centre,Midget,Blue Group,League,Langley Girls
ML9049,Saturday,2015-11-21,17:00:00,18:30:00,Western Washington Female Midget A1,Surrey Female Midget A1,Bellingham Sportsplex,Midget,Tier 1,League,Western Washington Female
NL9505,Saturday,2015-11-21,18:00:00,19:00:00,Vancouver Girls Novice C3,Burnaby Female Novice C1,Burnaby Winter Club,Novice,Greater Vancouver Group,League,Vancouver Girls
BL9310,Saturday,2015-11-21,19:45:00,21:00:00,Meadow Ridge Female Bantam C1,North Shore Female Bantam C1,Pitt Meadows Arena Fiat Red,Bantam,Black Group,League,Meadow Ridge Female
NL9004,Sunday,2015-11-22,08:30:00,09:30:00,Meadow Ridge Female Novice C1,Tri Cities Female Novice C2,Pitt Meadows Arena Volkswagen Blue,Novice,Fraser Valley Group,League,Meadow Ridge Female
NL9501,Sunday,2015-11-22,08:45:00,10:00:00,North Shore Female Novice C1,North Shore Female Novice C2,Ice Sports North Shore 2 Blue,Novice,Greater Vancouver Group,League,North Shore Female
PL9509,Sunday,2015-11-22,09:00:00,10:15:00,Surrey Female Peewee C1,Langley Girls Peewee C1,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Blue Group,League,Surrey Female
AL9208,Sunday,2015-11-22,09:45:00,11:00:00,Meadow Ridge Female Atom C1,North Shore Female Atom C2,Pitt Meadows Arena Volkswagen Blue,Atom,Blue Group,League,Meadow Ridge Female
ML9710,Sunday,2015-11-22,11:30:00,12:45:00,North Shore Female Midget C2,Richmond Female Midget C2,Ice Sports North Shore 2 Blue,Midget,Red Group,League,North Shore Female
PL9707,Sunday,2015-11-22,12:45:00,14:00:00,North Shore Female Peewee C2,Tri Cities Female Peewee C2,Ice Sports North Shore 3 Green,Peewee,Red Group,League,North Shore Female
BL9311,Sunday,2015-11-22,13:00:00,14:15:00,North Shore Female Bantam C1,Tri Cities Female Bantam C1,Ice Sports North Shore 2 Blue,Bantam,Black Group,League,North Shore Female
ML9311,Sunday,2015-11-22,14:30:00,16:00:00,Surrey Female Midget C1,North Shore Female Midget C1,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Black Group,League,Surrey Female
NL9005,Sunday,2015-11-22,15:00:00,16:15:00,Tri Cities Female Novice C1,Abbotsford Female Novice C1,Planet Ice Coquitlam 3 Venus,Novice,Fraser Valley Group,League,Tri Cities Female
PL9011,Sunday,2015-11-22,16:00:00,17:15:00,Vancouver Girls Peewee A1,Langley Girls Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
AL9002,Sunday,2015-11-22,16:15:00,17:30:00,Surrey Female Atom C1,North Shore Female Atom C1,Surrey Sport & Leisure Centre Arena 2 Purple,Atom,Black Group,League,Surrey Female
AL9209,Sunday,2015-11-22,16:15:00,17:15:00,Burnaby Female Atom C1,South Delta Female Atom C1,Kensington Arena,Atom,Blue Group,League,Burnaby
ML9520,Sunday,2015-11-22,16:15:00,17:45:00,Langley Girls Midget C1,Vancouver Girls Midget C1,Langley Twin Rinks 2,Midget,Blue Group,League,Langley Girls
PL9709,Sunday,2015-11-22,16:45:00,18:00:00,Abbotsford Female Peewee C1,Meadow Ridge Female Peewee C2,Abbotsford Centre Ice 1 Blue,Peewee,Red Group,League,Abbotsford Female
BL9011,Sunday,2015-11-22,17:30:00,18:45:00,Vancouver Girls Bantam A1,Surrey Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,League,Vancouver Girls
PL9511,Sunday,2015-11-22,17:30:00,18:45:00,Burnaby Female Peewee C1,Vancouver Girls Peewee C1,Kensington Arena,Peewee,Blue Group,League,Burnaby
NL9502,Sunday,2015-11-22,17:45:00,19:00:00,Richmond Female Novice C1,Vancouver Girls Novice C3,Richmond Ice Centre Forum,Novice,Greater Vancouver Group,League,Richmond Female
PL9311,Sunday,2015-11-22,18:45:00,20:00:00,South Delta Female Peewee C1,Meadow Ridge Female Peewee C1,Tilbury Ice,Peewee,Black Group,League,South Delta
BL9713,Sunday,2015-11-22,19:00:00,20:30:00,Burnaby Female Bantam C1,Vancouver Girls Bantam C1,Kensington Arena,Bantam,Red Group,League,Burnaby
AL9405,Monday,2015-11-23,19:00:00,20:15:00,Langley Girls Atom C2,Meadow Ridge Female Atom C2,Langley Twin Rinks 1,Atom,Red Group,League,Langley Girls
BL9710,Tuesday,2015-11-24,18:45:00,20:00:00,Tri Cities Female Bantam C2,Langley Girls Bantam C1,Planet Ice Coquitlam 1 Mars,Bantam,Red Group,League,Tri Cities Female
BL9041,Tuesday,2015-11-24,19:45:00,21:00:00,Vancouver Girls Bantam A1,Surrey Female Bantam A1,Killarney Community Centre,Bantam,Tier 1,League,Vancouver Girls
PL9039,Tuesday,2015-11-24,19:45:00,21:00:00,Tri Cities Female Peewee A1,Richmond Female Peewee A1,Port Moody 2,Peewee,Tier 1,League,Tri Cities Female
ML9011,Tuesday,2015-11-24,20:15:00,21:30:00,North Shore Female Midget A1,Vancouver Girls Midget A1,Harry Jerome Rec Centre,Midget,Tier 1,League,North Shore Female
