Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
MQ9328,Saturday,2015-10-24,16:45:00,18:15:00,Langley Girls Midget C1,North Shore Female Midget C1,George Preston Recreation Centre,Midget,Black Group,Balancing,Langley Girls
BQ9712,Saturday,2015-10-24,17:45:00,19:00:00,Abbotsford Female Bantam C1,South Delta Female Bantam C1,Matsqui Recreation Centre,Bantam,Red Group,Balancing,Abbotsford Female
PQ9012,Saturday,2015-10-24,17:45:00,19:00:00,Tri Cities Female Peewee A1,Langley Girls Peewee A1,Coquitlam Recreation,Peewee,Tier 1,Placement,Tri Cities Female
BQ9012,Saturday,2015-10-24,19:15:00,20:30:00,Tri Cities Female Bantam A1,Surrey Female Bantam A1,Coquitlam Main,Bantam,Tier 1,Placement,Tri Cities Female
BQ9713,Saturday,2015-10-24,19:30:00,20:45:00,Tri Cities Female Bantam C2,North Shore Female Bantam C2,Port Moody 2,Bantam,Red Group,Balancing,Tri Cities Female
BQ9317,Saturday,2015-10-24,19:45:00,21:00:00,Meadow Ridge Female Bantam C1,North Shore Female Bantam C1,Pitt Meadows Arena Fiat Red,Bantam,Black Group,Balancing,Meadow Ridge Female
MQ9329,Saturday,2015-10-24,20:45:00,22:00:00,Tri Cities Female Midget C1,Abbotsford Female Midget C1,Coquitlam Main,Midget,Black Group,Balancing,Tri Cities Female
PQ9723,Sunday,2015-10-25,09:00:00,10:15:00,Surrey Female Peewee C1,Tri Cities Female Peewee C2,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Red Group,Balancing,Surrey Female
AQ9007,Sunday,2015-10-25,09:45:00,11:00:00,Meadow Ridge Female Atom C1,Langley Girls Atom C1,Pitt Meadows Arena Volkswagen Blue,Atom,Black Group,Balancing,Meadow Ridge Female
MQ9720,Sunday,2015-10-25,09:45:00,11:00:00,Western Washington Female Midget C1,North Shore Female Midget C2,Bellingham Sportsplex,Midget,Red Group,Balancing,Western Washington Female
BQ9714,Sunday,2015-10-25,10:30:00,11:45:00,Surrey Female Bantam C1,Western Washington Female Bantam C1,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,Balancing,Surrey Female
BQ9709,Sunday,2015-10-25,11:00:00,12:15:00,Abbotsford Female Bantam C1,Tri Cities Female Bantam C2,MSA Arena - Abbotsford,Bantam,Red Group,Balancing,Abbotsford Female
MQ9333,Sunday,2015-10-25,11:15:00,12:30:00,Meadow Ridge Female Midget C1,North Shore Winter Club Female Midget C1,Pitt Meadows Arena Volkswagen Blue,Midget,Black Group,Balancing,Meadow Ridge Female
PQ9724,Sunday,2015-10-25,12:45:00,14:00:00,North Shore Female Peewee C2,Abbotsford Female Peewee C1,Ice Sports North Shore 3 Green,Peewee,Red Group,Balancing,North Shore Female
BQ9318,Sunday,2015-10-25,13:00:00,14:15:00,North Shore Female Bantam C1,Langley Girls Bantam C1,Ice Sports North Shore 2 Blue,Bantam,Black Group,Balancing,North Shore Female
MQ9722,Sunday,2015-10-25,14:30:00,16:00:00,Surrey Female Midget C2,Richmond Female Midget C2,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Red Group,Balancing,Surrey Female
PQ9014,Sunday,2015-10-25,16:00:00,17:15:00,Vancouver Girls Peewee A1,North Shore Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,Placement,Vancouver Girls
AQ9008,Sunday,2015-10-25,16:15:00,17:30:00,Surrey Female Atom C1,Burnaby Female Atom C1,Surrey Sport & Leisure Centre Arena 2 Purple,Atom,Black Group,Balancing,Surrey Female
PQ9321,Sunday,2015-10-25,16:15:00,17:45:00,Langley Girls Peewee C1,Burnaby Female Peewee C1,Langley Twin Rinks 2,Peewee,Black Group,Balancing,Langley Girls
MQ9014,Sunday,2015-10-25,17:15:00,18:45:00,North Shore Female Midget A1,Surrey Female Midget A1,West Vancouver Ice Arena,Midget,Tier 1,Placement,North Shore Female
BQ9014,Sunday,2015-10-25,17:30:00,18:45:00,Vancouver Girls Bantam A1,Abbotsford Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,Placement,Vancouver Girls
PQ9323,Sunday,2015-10-25,18:45:00,20:00:00,South Delta Female Peewee C1,Meadow Ridge Female Peewee C1,Tilbury Ice,Peewee,Black Group,Balancing,South Delta
BQ9320,Sunday,2015-10-25,19:00:00,20:30:00,Burnaby Female Bantam C1,Tri Cities Female Bantam C1,Kensington Arena,Bantam,Black Group,Balancing,Burnaby
PQ9728,Monday,2015-10-26,18:45:00,20:15:00,Meadow Ridge Female Peewee C2,Langley Girls Peewee C2,Planet Ice Maple Ridge 1 Cam Neely,Peewee,Red Group,Balancing,Meadow Ridge Female
AQ9009,Monday,2015-10-26,19:00:00,20:15:00,Langley Girls Atom C1,Surrey Female Atom C1,Langley Twin Rinks 1,Atom,Black Group,Balancing,Langley Girls
MQ9708,Monday,2015-10-26,19:45:00,21:15:00,South Delta Female Midget C1,Tri Cities Female Midget C3,Tilbury Ice,Midget,Red Group,Balancing,South Delta
BQ9018,Tuesday,2015-10-27,18:45:00,20:00:00,Tri Cities Female Bantam A1,North Shore Female Bantam A1,Planet Ice Coquitlam 1 Mars,Bantam,Tier 1,Placement,Tri Cities Female
PQ9015,Tuesday,2015-10-27,19:15:00,20:30:00,Langley Girls Peewee A1,Richmond Female Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,Placement,Langley Girls
BQ9321,Tuesday,2015-10-27,19:45:00,21:00:00,Tri Cities Female Bantam C1,North Shore Female Bantam C1,Port Moody 2,Bantam,Black Group,Balancing,Tri Cities Female
PQ9727,Tuesday,2015-10-27,19:45:00,21:00:00,Vancouver Girls Peewee C1,Meadow Ridge Female Peewee C2,Killarney Community Centre,Peewee,Red Group,Balancing,Vancouver Girls
MQ9721,Tuesday,2015-10-27,20:15:00,21:30:00,North Shore Female Midget C2,Surrey Female Midget C2,Harry Jerome Rec Centre,Midget,Red Group,Balancing,North Shore Female
MQ9331,Tuesday,2015-10-27,20:45:00,22:15:00,Abbotsford Female Midget C1,Richmond Female Midget C1,Abbotsford Centre Arena,Midget,Black Group,Balancing,Abbotsford Female
BQ9316,Tuesday,2015-10-27,21:15:00,22:30:00,Vancouver Girls Bantam C1,Meadow Ridge Female Bantam C1,Killarney Community Centre,Bantam,Black Group,Balancing,Vancouver Girls
AQ9412,Wednesday,2015-10-28,18:00:00,19:15:00,Tri Cities Female Atom C2,Vancouver Girls Atom C1,Planet Ice Coquitlam 4 Saturn,Atom,Red Group,Balancing,Tri Cities Female
AQ9411,Wednesday,2015-10-28,18:30:00,19:45:00,Richmond Female Atom C3,Surrey Female Atom C2,Richmond Ice Centre Coliseum,Atom,Red Group,Balancing,Richmond Female
MQ9016,Wednesday,2015-10-28,20:15:00,21:30:00,Abbotsford Female Midget A1,North Shore Female Midget A1,Matsqui Recreation Centre,Midget,Tier 1,Placement,Abbotsford Female
PQ9016,Thursday,2015-10-29,18:00:00,19:15:00,Surrey Female Peewee A1,Vancouver Girls Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,Placement,Surrey Female
AQ9001,Thursday,2015-10-29,18:15:00,19:30:00,Meadow Ridge Female Atom C1,North Shore Winter Club Female Atom C1,Planet Ice Maple Ridge 2,Atom,Black Group,Balancing,Meadow Ridge Female
MQ9005,Thursday,2015-10-29,18:15:00,19:30:00,North Shore Female Midget A1,Abbotsford Female Midget A1,Harry Jerome Rec Centre,Midget,Tier 1,Placement,North Shore Female
MQ9332,Thursday,2015-10-29,18:30:00,20:00:00,Richmond Female Midget C1,Meadow Ridge Female Midget C1,Richmond Ice Centre Garage,Midget,Black Group,Balancing,Richmond Female
BQ9015,Thursday,2015-10-29,19:30:00,20:45:00,Surrey Female Bantam A1,Richmond Female Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,Placement,Surrey Female
PQ9729,Thursday,2015-10-29,19:30:00,21:00:00,Langley Girls Peewee C2,Vancouver Girls Peewee C2,Langley Sportsplex 2,Peewee,Red Group,Balancing,Langley Girls
MQ9335,Thursday,2015-10-29,19:45:00,21:00:00,Vancouver Girls Midget C2,Surrey Female Midget C1,PNE Agrodome,Midget,Black Group,Balancing,Vancouver Girls
BQ9715,Thursday,2015-10-29,20:00:00,21:15:00,South Delta Female Bantam C1,Tri Cities Female Bantam C2,Tilbury Ice,Bantam,Red Group,Balancing,South Delta
AQ9010,Friday,2015-10-30,18:15:00,19:30:00,Richmond Female Atom C1,Meadow Ridge Female Atom C1,Richmond Ice Centre Igloo,Atom,Black Group,Balancing,Richmond Female
PQ9009,Friday,2015-10-30,19:15:00,20:30:00,Tri Cities Female Peewee A1,Richmond Female Peewee A1,Coquitlam Main,Peewee,Tier 1,Placement,Tri Cities Female
BQ9016,Friday,2015-10-30,19:30:00,20:45:00,North Shore Female Bantam A1,Vancouver Girls Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,Placement,North Shore Female
BQ9322,Friday,2015-10-30,19:45:00,21:15:00,Richmond Female Bantam C1,Langley Girls Bantam C1,Richmond Ice Centre Igloo,Bantam,Black Group,Balancing,Richmond Female
MQ9017,Friday,2015-10-30,19:45:00,21:15:00,Surrey Female Midget A1,Vancouver Girls Midget A1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Tier 1,Placement,Surrey Female
BQ9716,Friday,2015-10-30,20:00:00,21:15:00,North Shore Female Bantam C2,Surrey Female Bantam C1,West Vancouver Ice Arena,Bantam,Red Group,Balancing,North Shore Female
MQ9018,Friday,2015-10-30,20:30:00,22:00:00,Richmond Female Midget A1,Abbotsford Female Midget A1,Minoru Arena Silver Spectrum,Midget,Tier 1,Placement,Richmond Female
PQ9725,Friday,2015-10-30,20:30:00,21:45:00,Tri Cities Female Peewee C2,Vancouver Girls Peewee C1,Coquitlam Recreation,Peewee,Red Group,Balancing,Tri Cities Female
MQ9718,Friday,2015-10-30,20:45:00,22:00:00,Tri Cities Female Midget C3,Tri Cities Female Midget C2,Coquitlam Main,Midget,Red Group,Balancing,Tri Cities Female
MQ9336,Friday,2015-10-30,21:30:00,22:45:00,Surrey Female Midget C1,Vancouver Girls Midget C1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Black Group,Balancing,Surrey Female
PQ9703,Saturday,2015-10-31,08:30:00,09:45:00,Vancouver Girls Peewee C2,Tri Cities Female Peewee C2,Killarney Community Centre,Peewee,Red Group,Balancing,Vancouver Girls
AQ9413,Saturday,2015-10-31,08:45:00,10:00:00,Abbotsford Female Atom C2,Langley Girls Atom C2,Abbotsford Recreation Centre,Atom,Red Group,Balancing,Abbotsford Female
MQ9723,Saturday,2015-10-31,09:30:00,10:45:00,Richmond Female Midget C2,South Delta Female Midget C1,Richmond Ice Centre Coliseum,Midget,Red Group,Balancing,Richmond Female
BQ9323,Saturday,2015-10-31,10:00:00,11:15:00,Vancouver Girls Bantam C1,Burnaby Female Bantam C1,Killarney Community Centre,Bantam,Black Group,Balancing,Vancouver Girls
PQ9017,Saturday,2015-10-31,11:00:00,12:15:00,North Shore Female Peewee A1,Langley Girls Peewee A1,Ice Sports North Shore 1 Red,Peewee,Tier 1,Placement,North Shore Female
AQ9207,Saturday,2015-10-31,11:15:00,12:30:00,North Shore Female Atom C2,Richmond Female Atom C2,Ice Sports North Shore 3 Green,Atom,Blue Group,Balancing,North Shore Female
MQ9337,Saturday,2015-10-31,11:30:00,12:45:00,Vancouver Girls Midget C1,Langley Girls Midget C1,Killarney Community Centre,Midget,Black Group,Balancing,Vancouver Girls
PQ9726,Saturday,2015-10-31,11:30:00,12:45:00,Abbotsford Female Peewee C1,Meadow Ridge Female Peewee C2,Abbotsford Recreation Centre,Peewee,Red Group,Balancing,Abbotsford Female
MQ9334,Saturday,2015-10-31,12:15:00,13:30:00,North Shore Winter Club Female Midget C1,Vancouver Girls Midget C2,North Shore Winter Club,Midget,Black Group,Balancing,North Shore Winter Club
PQ9731,Saturday,2015-10-31,13:15:00,14:30:00,Richmond Female Peewee C2,Surrey Female Peewee C1,Richmond Ice Centre Pond,Peewee,Red Group,Balancing,Richmond Female
BQ9017,Saturday,2015-10-31,14:15:00,15:30:00,Abbotsford Female Bantam A1,Surrey Female Bantam A1,Abbotsford Centre Ice 1 Blue,Bantam,Tier 1,Placement,Abbotsford Female
PQ9308,Saturday,2015-10-31,19:45:00,21:00:00,Meadow Ridge Female Peewee C1,North Shore Winter Club Female Peewee C1,Pitt Meadows Arena Fiat Red,Peewee,Black Group,Balancing,Meadow Ridge Female
PQ9324,Sunday,2015-11-01,08:00:00,09:15:00,Richmond Female Peewee C1,Meadow Ridge Female Peewee C1,Richmond Ice Centre Coliseum,Peewee,Black Group,Balancing,Richmond Female
PQ9732,Sunday,2015-11-01,09:00:00,10:15:00,Surrey Female Peewee C1,North Shore Female Peewee C2,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Red Group,Balancing,Surrey Female
AQ9201,Sunday,2015-11-01,09:15:00,10:15:00,Richmond Female Atom C2,North Shore Female Atom C2,Richmond Ice Centre Igloo,Atom,Blue Group,Balancing,Richmond Female
MQ9323,Sunday,2015-11-01,09:45:00,11:00:00,Meadow Ridge Female Midget C1,Vancouver Girls Midget C2,Pitt Meadows Arena Volkswagen Blue,Midget,Black Group,Balancing,Meadow Ridge Female
MQ9724,Sunday,2015-11-01,09:45:00,11:00:00,Western Washington Female Midget C1,South Delta Female Midget C1,Bellingham Sportsplex,Midget,Red Group,Balancing,Western Washington Female
BQ9720,Sunday,2015-11-01,10:30:00,11:45:00,Surrey Female Bantam C1,Abbotsford Female Bantam C1,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,Balancing,Surrey Female
AQ9206,Sunday,2015-11-01,11:00:00,12:15:00,Abbotsford Female Atom C1,Tri Cities Female Atom C1,MSA Arena - Abbotsford,Atom,Blue Group,Balancing,Abbotsford Female
AQ9415,Sunday,2015-11-01,11:15:00,12:30:00,Meadow Ridge Female Atom C2,Richmond Female Atom C3,Pitt Meadows Arena Volkswagen Blue,Atom,Red Group,Balancing,Meadow Ridge Female
MQ9725,Sunday,2015-11-01,11:30:00,12:45:00,North Shore Female Midget C2,Abbotsford Female Midget C2,Ice Sports North Shore 2 Blue,Midget,Red Group,Balancing,North Shore Female
MQ9307,Sunday,2015-11-01,12:45:00,14:00:00,Vancouver Girls Midget C1,Abbotsford Female Midget C1,Richmond Olympic Oval North,Midget,Black Group,Balancing,Vancouver Girls
BQ9325,Sunday,2015-11-01,13:00:00,14:15:00,North Shore Female Bantam C1,Richmond Female Bantam C1,Ice Sports North Shore 2 Blue,Bantam,Black Group,Balancing,North Shore Female
PQ9019,Sunday,2015-11-01,13:30:00,15:00:00,Richmond Female Peewee A1,North Shore Female Peewee A1,Richmond Ice Centre Coliseum,Peewee,Tier 1,Placement,Richmond Female
BQ9326,Sunday,2015-11-01,14:30:00,16:00:00,Langley Girls Bantam C1,Vancouver Girls Bantam C1,Langley Twin Rinks 2,Bantam,Black Group,Balancing,Langley Girls
MQ9726,Sunday,2015-11-01,14:30:00,16:00:00,Surrey Female Midget C2,Tri Cities Female Midget C3,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Red Group,Balancing,Surrey Female
BQ9019,Sunday,2015-11-01,15:15:00,16:45:00,Richmond Female Bantam A1,Abbotsford Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,Placement,Richmond Female
MQ9727,Sunday,2015-11-01,16:00:00,17:30:00,Richmond Female Midget C2,Tri Cities Female Midget C2,Richmond Ice Centre Forum,Midget,Red Group,Balancing,Richmond Female
PQ9020,Sunday,2015-11-01,16:00:00,17:15:00,Vancouver Girls Peewee A1,Tri Cities Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,Placement,Vancouver Girls
AQ9011,Sunday,2015-11-01,16:15:00,17:15:00,Burnaby Female Atom C1,North Shore Female Atom C1,Kensington Arena,Atom,Black Group,Balancing,Burnaby
AQ9414,Sunday,2015-11-01,16:15:00,17:30:00,Surrey Female Atom C2,South Delta Female Atom C1,Surrey Sport & Leisure Centre Arena 2 Purple,Atom,Red Group,Balancing,Surrey Female
PQ9325,Sunday,2015-11-01,16:15:00,17:45:00,Langley Girls Peewee C1,Tri Cities Female Peewee C1,Langley Twin Rinks 2,Peewee,Black Group,Balancing,Langley Girls
BQ9719,Sunday,2015-11-01,16:30:00,17:45:00,Tri Cities Female Bantam C2,Western Washington Female Bantam C1,Planet Ice Coquitlam 3 Venus,Bantam,Red Group,Balancing,Tri Cities Female
PQ9735,Sunday,2015-11-01,16:45:00,18:00:00,Abbotsford Female Peewee C1,Vancouver Girls Peewee C1,Abbotsford Centre Ice 1 Blue,Peewee,Red Group,Balancing,Abbotsford Female
MQ9020,Sunday,2015-11-01,17:15:00,18:45:00,North Shore Female Midget A1,Richmond Female Midget A1,West Vancouver Ice Arena,Midget,Tier 1,Placement,North Shore Female
BQ9020,Sunday,2015-11-01,17:30:00,18:45:00,Vancouver Girls Bantam A1,Tri Cities Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,Placement,Vancouver Girls
PQ9326,Sunday,2015-11-01,17:30:00,18:45:00,Burnaby Female Peewee C1,North Shore Winter Club Female Peewee C1,Kensington Arena,Peewee,Black Group,Balancing,Burnaby
MQ9322,Sunday,2015-11-01,17:45:00,19:00:00,Richmond Female Midget C1,North Shore Winter Club Female Midget C1,Richmond Ice Centre Forum,Midget,Black Group,Balancing,Richmond Female
PQ9327,Sunday,2015-11-01,18:45:00,20:00:00,South Delta Female Peewee C1,North Shore Female Peewee C1,Tilbury Ice,Peewee,Black Group,Balancing,South Delta
BQ9327,Sunday,2015-11-01,19:00:00,20:30:00,Burnaby Female Bantam C1,Meadow Ridge Female Bantam C1,Kensington Arena,Bantam,Black Group,Balancing,Burnaby
AQ9402,,,,,Vancouver Girls Atom C1,North Shore Female Atom C3,,Atom,Red Group,Balancing,Vancouver Girls
BQ9301,,,,,Richmond Female Bantam C1,North Shore Female Bantam C1,,Bantam,Black Group,Balancing,Richmond Female
BQ9313,,,,,Burnaby Female Bantam C1,Richmond Female Bantam C1,,Bantam,Black Group,Balancing,Burnaby
BQ9717,,,,,Western Washington Female Bantam C1,South Delta Female Bantam C1,,Bantam,Red Group,Balancing,Western Washington Female
MQ9003,,,,,Richmond Female Midget A1,North Shore Female Midget A1,,Midget,Tier 1,Placement,Richmond Female
MQ9004,,,,,Western Washington Female Midget A1,Vancouver Girls Midget A1,,Midget,Tier 1,Placement,Western Washington Female
MQ9012,,,,,Richmond Female Midget A1,Vancouver Girls Midget A1,,Midget,Tier 1,Placement,Richmond Female
MQ9013,,,,,Western Washington Female Midget A1,Abbotsford Female Midget A1,,Midget,Tier 1,Placement,Western Washington Female
MQ9015,,,,,Vancouver Girls Midget A1,Western Washington Female Midget A1,,Midget,Tier 1,Placement,Vancouver Girls
MQ9327,,,,,Vancouver Girls Midget C1,Tri Cities Female Midget C1,,Midget,Black Group,Balancing,Vancouver Girls
PQ9322,,,,,Burnaby Female Peewee C1,South Delta Female Peewee C1,,Peewee,Black Group,Balancing,Burnaby
PQ9722,,,,,Richmond Female Peewee C2,North Shore Female Peewee C2,,Peewee,Red Group,Balancing,Richmond Female
