Monday,3/21/2016,5:30 PM,6:45 PM,Igloo,Available
Monday,3/21/2016,5:45 PM,7:00 PM,Forum,Available
Monday,3/21/2016,6:15 PM,7:30 PM,Garage,Available
Monday,3/21/2016,7:45 PM,9:00 PM,Garage,Available
Tuesday,3/22/2016,5:30 PM,6:45 PM,Igloo,Available
Tuesday,3/22/2016,6:00 PM,7:15 PM,Pond,Available
Tuesday,3/22/2016,6:30 PM,7:45 PM,Garage,Available
Tuesday,3/22/2016,8:00 PM,9:15 PM,Garage,Available
Wednesday,3/23/2016,5:00 PM,6:15 PM,Coliseum,Available
Wednesday,3/23/2016,6:00 PM,7:15 PM,Pond,Available
Wednesday,3/23/2016,6:30 PM,7:45 PM,Coliseum,Available
Thursday,3/24/2016,5:45 PM,7:00 PM,Pond,Available
Thursday,3/24/2016,6:30 PM,8:00 PM,Garage,Available
Friday,3/25/2016,6:00 AM,10:00 PM,Unknown,SpecialEvent,Ice Classic,Tournament
Saturday,3/26/2016,6:00 AM,10:00 PM,Unknown,SpecialEvent,Ice Classic,Tournament
Sunday,3/27/2016,6:00 AM,10:00 PM,Unknown,SpecialEvent,Ice Classic,Tournament
