Monday,11/2/2015,3:30 PM,4:30 PM,Gardens,OtherSkills,Accelerator
Monday,11/2/2015,4:45 PM,5:45 PM,Gardens,Practice,Atom C2
Monday,11/2/2015,5:30 PM,6:45 PM,Igloo,Practice,Peewee A1
Monday,11/2/2015,7:45 PM,9:00 PM,OvalSouth,Game,League,RichmondGirls Juvenile C1,NorthShoreWinterClubFemale Juvenile C1,JL9006
Tuesday,11/3/2015,6:00 AM,7:15 AM,Garage,Practice,Bantam A1
Tuesday,11/3/2015,4:00 PM,5:30 PM,Igloo,Practice,TC1/TC2
Tuesday,11/3/2015,5:30 PM,6:45 PM,Igloo,Practice,NC1/NC2
Tuesday,11/3/2015,6:00 PM,7:15 PM,Pond,TeamSkills,Development,BA1/MA1
Wednesday,11/4/2015,6:00 AM,7:15 AM,Stadium,Practice,Atom C1
Wednesday,11/4/2015,3:30 PM,4:30 PM,Pond,OtherSkills,Accelerator
Wednesday,11/4/2015,4:45 PM,5:45 PM,Pond,OtherSkills,Development,New Skaters
Wednesday,11/4/2015,5:00 PM,6:15 PM,Coliseum,TeamSkills,Development,PA1/BC1
Wednesday,11/4/2015,6:00 PM,7:15 PM,Pond,Practice,Bantam A1
Wednesday,11/4/2015,6:30 PM,7:45 PM,Coliseum,Practice,Peewee C1
Thursday,11/5/2015,5:45 PM,7:00 PM,Pond,Practice,Peewee C2
Thursday,11/5/2015,6:30 PM,8:00 PM,Garage,Practice,Midget C1
Friday,11/6/2015,6:00 AM,7:15 AM,Coliseum,Practice,Peewee A1
Friday,11/6/2015,8:30 PM,10:00 PM,Silver,Practice,Midget A1
Saturday,11/7/2015,6:00 AM,10:00 PM,Unknown,Tournament,Atom C1,Burnaby
Saturday,11/7/2015,6:00 AM,10:00 PM,Unknown,Tournament,Midget C1,Burnaby
Saturday,11/7/2015,7:00 AM,8:00 AM,Stadium,OtherSkills,Goalies
Saturday,11/7/2015,6:30 AM,7:45 AM,Pond,Available
Saturday,11/7/2015,8:15 AM,9:15 AM,Stadium,TeamSkills,Development,NC1/NC2
Saturday,11/7/2015,9:30 AM,10:30 AM,Stadium,TeamSkills,Development,TC1/TC2
Saturday,11/7/2015,5:00 PM,6:00 PM,OvalSouth,Practice,Midget C2
Saturday,11/7/2015,6:15 PM,7:15 PM,OvalSouth,Available
Sunday,11/8/2015,6:00 AM,10:00 PM,Unknown,Tournament,Atom C1,Burnaby
Sunday,11/8/2015,6:00 AM,10:00 PM,Unknown,Tournament,Midget C1,Burnaby
Sunday,11/8/2015,6:30 AM,7:30 AM,Igloo,Practice,Midget A1
Sunday,11/8/2015,8:15 AM,9:15 AM,OvalSouth,Practice,Bantam C1
Sunday,11/8/2015,4:00 PM,5:30 PM,Forum,Practice,Midget C2
Sunday,11/8/2015,5:45 PM,7:00 PM,Forum,Practice,Atom C3
Sunday,11/8/2015,6:00 PM,7:15 PM,Silver,Practice,Midget A1
