Monday,12/21/2015,3:30 PM,4:30 PM,Gardens,OtherSkills,Accelerator,
Monday,12/21/2015,4:45 PM,5:45 PM,Gardens,Practice,Atom C2
Monday,12/21/2015,5:30 PM,6:45 PM,Igloo,Practice,Peewee A1
Monday,12/21/2015,7:45 PM,9:00 PM,OvalSouth,Practice,Juvenile C1
Tuesday,12/22/2015,6:00 AM,7:15 AM,Garage,Practice,Bantam A1
Tuesday,12/22/2015,4:00 PM,5:30 PM,Igloo,Practice,TC1/TC2
Tuesday,12/22/2015,5:30 PM,6:45 PM,Igloo,Practice,NC1/NC2
Tuesday,12/22/2015,6:00 PM,7:15 PM,Pond,OtherSkills,Development,BA1/MA1 + PC1/PC2
Wednesday,12/23/2015,6:00 AM,7:15 AM,Stadium,Practice,Atom C1
Wednesday,12/23/2015,3:30 PM,4:30 PM,Pond,OtherSkills,Accelerator,
Wednesday,12/23/2015,4:45 PM,5:45 PM,Pond,OtherSkills,Development,New Skaters + AC1/AC2/AC3
Wednesday,12/23/2015,5:00 PM,6:15 PM,Coliseum,OtherSkills,Development,PA1/BC1 + MC1/MC2
Wednesday,12/23/2015,6:00 PM,7:15 PM,Pond,Practice,Bantam A1
Wednesday,12/23/2015,6:30 PM,7:45 PM,Coliseum,SpecialEvent,Conflict Ice,

Sunday,12/27/2015,6:00 AM,10:00 PM,Unknown,Tournament,Atom C3
